Date,Region,Mean Temperature,Total Precipitation (mm),No days with precipitation 1mm or more,Heating Degree Days,Cooling Degree Days
2018-01-01,Alberta,-10.34736842105263,12.502439024390243,3.497560975609756,802.6885167464114,0.0
2018-01-01,Atlantic,-6.367256637168142,119.61531531531531,12.36036036036036,684.7575221238939,0.0
2018-01-01,British Columbia,0.3515418502202643,192.27777777777777,16.844444444444445,495.3907488986784,0.0
2018-01-01,Manitoba/Saskatchewan,-15.62589928057554,13.017687074829931,3.4149659863945576,974.1093525179857,0.0
2018-01-01,Ontario,-10.210967741935484,55.25337837837838,9.033783783783784,791.978064516129,0.0
2018-01-01,Quebec,-13.145128205128206,80.23351648351648,10.840659340659341,932.3005128205128,0.0
2018-01-01,West,-24.544554455445546,9.048717948717949,2.2051282051282053,1192.0960396039604,0.0
2018-02-01,Alberta,-14.933816425120774,16.2645,4.33,805.4140096618358,0.0
2018-02-01,Atlantic,-5.228318584070796,100.32727272727273,12.045454545454545,592.7769911504425,0.0
2018-02-01,British Columbia,-1.9687224669603522,106.04330357142858,12.263392857142858,513.5158590308371,0.0
2018-02-01,Manitoba/Saskatchewan,-18.426241134751773,6.043918918918919,1.9864864864864864,927.3666666666667,0.0
2018-02-01,Ontario,-7.648387096774194,56.72671232876713,9.321917808219178,655.9535483870968,0.0
2018-02-01,Quebec,-9.365641025641025,56.727322404371584,10.475409836065573,718.6738461538462,0.0
2018-02-01,West,-26.212871287128714,8.31842105263158,2.3421052631578947,1100.5069306930693,0.0
2018-03-01,Alberta,-6.678260869565218,22.582089552238806,6.263681592039801,711.7768115942029,0.0
2018-03-01,Atlantic,-0.989090909090909,78.6252336448598,10.766355140186915,555.7790909090909,0.0
2018-03-01,British Columbia,2.946875,70.19058295964126,9.22421524663677,431.34776785714286,0.0
2018-03-01,Manitoba/Saskatchewan,-8.285714285714286,22.863758389261744,4.4630872483221475,753.52,0.0
2018-03-01,Ontario,-3.4179487179487182,29.49652777777778,5.451388888888889,606.2301282051282,0.0
2018-03-01,Quebec,-4.513333333333333,42.78152173913043,7.641304347826087,642.6114285714285,0.0
2018-03-01,West,-20.138461538461538,12.82077922077922,3.2987012987012987,1070.0346153846153,0.0
2018-04-01,Alberta,0.5616504854368932,15.98118811881188,3.702970297029703,481.65533980582524,0.03737864077669903
2018-04-01,Atlantic,1.727027027027027,115.1045871559633,12.247706422018348,455.0981981981982,0.0
2018-04-01,British Columbia,6.790322580645161,92.60954545454545,10.777272727272727,304.10138248847926,0.05852534562211981
2018-04-01,Manitoba/Saskatchewan,-2.0093525179856115,8.412162162162161,1.972972972972973,565.5906474820144,0.017266187050359712
2018-04-01,Ontario,0.5592356687898089,80.53493150684932,8.342465753424657,477.23694267515924,0.0057324840764331215
2018-04-01,Quebec,-2.039047619047619,86.80213903743315,10.470588235294118,548.2657142857144,0.0
2018-04-01,West,-13.358653846153846,9.06625,2.7125,870.5903846153846,0.0
2018-05-01,Alberta,13.991967871485944,20.798373983739836,4.1138211382113825,117.46947791164659,6.584738955823293
2018-05-01,Atlantic,7.6175999999999995,75.49224137931034,10.198275862068966,289.94,0.0832
2018-05-01,British Columbia,13.824770642201836,26.39136363636364,4.2727272727272725,121.00321100917432,5.3463302752293576
2018-05-01,Manitoba/Saskatchewan,12.602158273381296,32.32,4.746666666666667,163.77913669064748,12.7
2018-05-01,Ontario,13.390384615384615,60.142361111111114,7.805555555555555,145.76089743589745,18.527564102564103
2018-05-01,Quebec,7.585981308411215,51.839444444444446,8.144444444444444,304.6542056074766,3.7242990654205608
2018-05-01,West,-2.8922330097087374,13.015189873417722,3.392405063291139,599.1242718446603,0.33300970873786406
2018-06-01,Alberta,15.176892430278885,64.43333333333334,8.154471544715447,95.66294820717133,14.783266932270916
2018-06-01,Atlantic,11.160483870967743,111.99043478260869,10.565217391304348,194.1451612903226,3.707258064516129
2018-06-01,British Columbia,14.465437788018432,62.0954954954955,9.68018018018018,105.70046082949308,12.329493087557603
2018-06-01,Manitoba/Saskatchewan,16.83956834532374,72.2758389261745,7.617449664429531,57.54460431654676,30.17194244604316
2018-06-01,Ontario,17.019871794871793,56.74791666666667,6.736111111111111,56.7724358974359,31.614743589743586
2018-06-01,Quebec,12.585981308411215,77.7782122905028,8.955307262569832,162.52616822429906,11.974766355140186
2018-06-01,West,6.101834862385322,31.601219512195126,4.951219512195122,303.1174311926606,3.7724770642201833
2018-07-01,Alberta,17.156972111553785,56.88714859437751,7.562248995983936,51.40358565737051,26.638247011952192
2018-07-01,Atlantic,18.7078125,62.460344827586205,6.689655172413793,32.6984375,56.05703125
2018-07-01,British Columbia,18.51220657276995,20.38287037037037,3.740740740740741,37.35399061032864,52.18262910798122
2018-07-01,Manitoba/Saskatchewan,18.28455882352941,63.715753424657535,7.041095890410959,33.421323529411765,42.9014705882353
